1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
Galamb József Mezőgazdasági Szakgimnázium és Szakközépiskola,3314,"6900 Makó, Szép u. 2-4.",Horváth Zoltán József igazgató,-------,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,
Ganz Autósiskola Gépjárművezető -képző és Oktatási Bt.,3844,"8900 Zalaegersz eg, Gasparich u. 27.",Baján Antal,10052,,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Garamszegi József egy.vállalk. ""Rutin Autósiskola""",3488,"3000 Hatvan, Fürdő u.14.",Garamsze gi József,10418,x,x,x,x,x,x,,,x,x,,,x,,,,,x,,,,x,,,,,,,,,,,,,,,,,
GARANCIA- AUTÓSISKOLA Szolgáltató Bt.,3660,"4600 Kisvárda, Flórián tér 1. 3. em. 24a. ajtó.",Bóka Gyula,12401,x,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gazdag István ev. ""ATOM-GI Autósiskola""",4053,"7030 Paks, Május 1. u. 11.",Hornyák József,12116,,,,,x/gya k.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gécsné Fülöp Elvira ev. ""Elvira Autósiskola""",6363,"2085 Pilisvörösvá r,Áfonya u. 19.",Gécs Gergely,12403,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GELBMANN Kft. ""Gelbmann Autósiskola""",6307,"2800 Tatabánya, Rákóczi u. 2.",Szilágyi Gábor Sándor,11353,,,,,x,,,,x,x,,,,,,,,x,,,,x,,,,,,,,,,,,,,x,,,
Gelencsér Autósiskola Bt.,3767,"7200 Dombóvár, Árpád u. 5. fszt. 1.",Gelencsér László,10423,x,x,x,x,x,,,,x,x,,,x,,x,,,x,,,,x,,,,,,,,,,,,,,x,,,
GÉMTECH AKADÉMIA Korlátolt Felelősségű társaság,4425,"4552 Napkor, Ipartelep utca 1.",Kicska Gábor Zoltán,12246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,
GÉNIUS-TRIÓ Oktató és Szolgáltató Kft.,3230,"3700 Kazincbarci ka, Csokonai u. 4.",Somogyi Károly,11255,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerencsér Zsolt József egyéni vállalkozó,6803,"8500 Pápa, Fűzfa u. 10.",Gerencsér Zsolt József,10426,x,x,x,x,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,
"Gerhát János ev. ""Janó Autósiskola""",3886,"7140 Bátaszék, Dolina u. 9.",Gerhát János,10427,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gettó Károly ""Stop Autós- suli"" Szolgáltató Kft.",3012,"7700 Mohács, Zrínyi Miklós u. 59.",Gettó Károly,10428,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GL Sprint Oktató Kft.""GL Sprint Autósiskola""",3531,"3000 Hatvan, Balassi Bálint út 1.",Albach Róbert Andor,10010,x,x,,x,x,x,,,x,x,x,,x,,,,,x,,,,x,,,,,,,,,,,,,,,,,
"Glavanov Gábor ev ""Glavanov Autósiskola""",4325,"1213 Budapest, Hollandi út 221.",Glavanov Gábor,12341,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GOforGO Hungary Kft. ""Forgó Autósiskola""",9402,"1184 Budapest, Építő u. 26/b. 1/3.",Forgó Mihály Imre,10390,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold Car Autósiskola Kkt.,3743,"7140 Bátaszék, Dolina u. 9.",Gerhát János,10427,x,x,x,x,x,x,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golden-Glob Trans Kft.,8862,"2170 Aszód, Falujárók útja 44.",Kovács Péter,10787,x,x,x,x,x,x,,,x,x,x,,x,x,,,,x,,,,x,x,x,,,,,,,,,,,,x,x,x,
"Golf-Hell Kft. ""Hello Autosiskola""",4151,"6725 Szeged, Alföldi utca 22. I. ép. B. lház. I. em. 8.",Hell Antal,10516,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gombácsi Péter ev ""Gomba Autósiskola""",4362,"4030 Debrecen, Áchim András u. 8/A.",Gombácsi Péter,12411,,,,,x/gya k.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gombály Richárd ev. ""Gombály Autósiskola""",6601,3300 Eger Koszorú u. 159.,Gombály László,12151,x,x,x,x,x,,,,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gombos Márton ev. ""EGY Autósiskola""",4062,"6729 Szeged, Mozdony u. 45/A.",Gombos Tibor,10438,,x,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gór Béla ev. ""Aktív Autósiskola""",4160,3711 Szirmabese nyő Jókai u. 15.,Kaczúr Zsolt,10613,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gózan Helga Réka egyéni vállalkozó,4395,"5500 Gyomaendr őd, Kőrösi Csoma Sándor u. 2/2.",Gózan Helga Réka,11992,x,,x,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gózan Sándor ev. ""GÓZAN Autósiskola""",3182,"5500 Gyomaendr őd, Hősök útja 33.",Gózan Helga Réka,11992,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Göblné Tóth Andrea ev ""Göncöl Autósiskola""",3906,"7140 Bátaszék, Erzsébet u. 1/A.",Göbl András,12080,x,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gömbicz Gyula egyéni vállalkozó,3203,"3532 Miskolc, Gyula út 2.",Gömbicz Gyula,10445,,x,,x,x,x,,,x,x,,,x,,,,,x,x,,x,x,x,x,,x,x,,x,,,,,,,x,x,x,
Gömbicz Gyula Oktató és Vendéglátó Kft.,3261,"3527 Miskolc, Zielinszky u. 7.",Gömbicz Gyula,10445,,x,,x,x,x,,,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gömbicz Zsolt László ev. ""Let's Go Autósiskola Borsod""",231,"3533 Miskolc, Könyves Kálmán u. 19. 4/1.",Gömbicz Zsolt László,12137,x,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gömör Ferenc Zoltán ev. ""Nemzeti Autósiskola""",4201,"6500 Baja, Bernhart Sándor u. 44.",Márki András,10905,x/gya k.,x/gya k.,,x/gy ak.,x/gya k.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Göndör Sándor egyéni vállalkozó,3462,"4173 Nagyrábé, Füsti út 2/B",Göndör Sándor,10448,,x,,x,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
"Göndör Sándor ev.""SA-GO Autósiskola""",6688,"9027 Győr, Gyóni Géza sétány 1. A/6/35",Göndör Sándor,11667,,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gönye Zsolt ev ""Úri Muri Autósiskola""",4297,"1184 Budapest, Egressy Gábor u. 19.",Dekmár Tamás,10873,,,,,x/gya k.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Görömbölyi Zsolt egyéni vállalkozó,3274,"3527 Miskolc, Baross Gábor u. 11/A.",ifj.Görömb ölyi Zsolt,10449,,x,,x,x,x,,,x,x,,,x,,,,,x,,,,x,,,,x,x,,x,,,,,,,,,,
Gőzerő Autósiskola Kft.,7662,"4026 Debrecen, Bethlen u. 42.",Őze Lajos,11077,x,x,x,x,x,x,,,x,x,,,x,,x,,,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,
GRANPA-RO Korlátolt Felelősségű Társaság,4424,"3170 Szécsény, Rákóczi út 94.",Ádám Róbert,10005,x,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Guld Csaba egyéni vállalkozó ""Turbó Autósiskola""",3763,"7130 Tolna, Móra Ferenc u. 16.",Guld Csaba,10457,x,x,x,x,x,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulyás Autósiskola Kft.,4337,"3527 Miskolc, Bajcsy-Zs. u. 39.",Gulyás László Zsolt,10459,x,x,x,x,x,x,,,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gulyás László Zsolt ev. ""Gulyás Autósiskola""",3217,"3527 Miskolc, Bajcsy-Zs. u. 39.",Gulyás László Zsolt,10459,x,x,x,x,x,x,,,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,
GVK-Barat Autósiskola Kft.,9982,"1036 Budapest, Pacsirtame ző u. 29.",Rácz Róbert,11584,x,x,x,x,x,x,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gwiazdowski Rafael ev. ""Intenzív Autósiskola""",6660,"6600 Szentes, Áchim András u. 2.",Gwiazdow ski Rafael,12162,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gyarmati Gergely ev ""Gyarmati Autósiskola""",4328,"2230 Gyömrő, Bercsényi u. 9/A.",Gyarmati György,10461,x/gya k.,x/gya k.,x/gy ak.,x/gy ak.,x/gya k.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GYARMATI TANODA AUTÓS- MOTOROS ISKOLA Kft.,170,"2230 Gyömrő, Bercsényi u. 9/A",Gyarmati György,10461,x,x,x,x,x,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,
Gyenes Gáborné egyéni vállalkozó,4438,"6000 Kecskemét, Pákozdi csata u. 1. 3/38.",Gyenes Gáborné,12270,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gyimesi '74 Oktató és Szolgáltató Korlátolt Felelősségű Társaság,4411,"7627 Pécs, Török utca 10/3.",Tamás Béla,12179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GYORSAN Jogsi Gépjárműoktató Kft.,9972,"1162 Budapest, Ida u. 44.",Kovács József,10780,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GYORSJOGSI Kft.,636,"1091 Budapest, Üllői út 107. fszt",Pál András,12183,x,x,x,x,x,x,,,x,x,x,x,x,,,,,x,x,,,x,,,,,,,,,,,,,,x,,,
"Győrfi Szilárd ev. ""No-Para Autósiskola""",4317,"8000 Székesfehé rvár, Sziget u. 7/A. 3/8.",Lánczos György János,10843,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"György Kornélia ev. ""Írisz Autósiskola""",4162,"7900 Szigetvár, Kolozsvári u. 44.",Rác István József,11167,,,,,x,x,,,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,
Gyulai László ev.,4273,"1188 Budapest, Pázsit u. 15.",Herédi Zsolt,10523,,,,,x/gya k.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gyulai Szakképzési Centrum/Harruck ern János SZKI,3199,"5700 Gyula, Szent István u. 38.",Albert Antal,10011,,x,,x,x,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,
"Gyurinkáné Tarsoly Ágnes ev. ""GYURINKA Autósiskola""",7701,"2700 Cegléd, Kossuth F. u. 45. gar.193.",Gyurinka Róbert Sándor,11655,x,x,x,x,x,x,,,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,
GYURIS Kereskedelmi és Szolgáltató Bt.,3073,"6000 Kecskemét, Belsőnyír 1/C",Gyuris Zoltán Péter,10471,,,,,x/gya k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gyülvészi Imre ev. ""Kresztanoda Autósiskola""",3524,"3300 Eger, Céhmester ek udvara 12.",Pál Györgyné,11081,x,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H&ZS DUÓ Kft. ""Vargakorrekt Autósiskola""",7302,"6750 Algyő, Fazekas u. 9.",Varga Zsolt,11508,,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hadarits Autóvillamossági és Szolgáltató Kft,3911,"2310 Szigetszent miklós, Szerelő u. 7.",Buzás- Bandi János,11595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,
"HÁHM József ev. ""HÁHM Autósiskola""",6674,"2760 Nagykáta, Kéménysep rő u. 1. 2/8.",Háhm József,11673,x,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hajdu Ferenc ev. ""FairPlay2 Autósiskola""",4271,"4271 Mikepércs, Petőfi u. 87.",Hajdu Ferenc,10476,x,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAJDUFAIR-I Gépjárművezető Oktatási Korlátolt Felelősségű Társaság,4021,"4271 Mikepércs, Petőfi u. 87.",Hajdu Ferenc,10476,x,,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hajdúring Közérdekű Közhasznú Alalpítvány ""Hajdúring Alapítvány""",3422,"4026 Debrecen, Mester u. 1. II/20",Dr. Gajdos Zoltán Zsolt,10410,x,x,,x,x,,,,x,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
"Hajnáczky László Róbert ev. ""Siker Autósiskola""",4091,"2117 Isaszeg, Mátyás Király u. 84.",Kertesi Tünde,11651,,,,,x/gya k.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hajnal Ferenc ev. ""HAJNAL Autósiskola""",7312,"2254 Szentmárto nkáta, József Attila köz 7.",Hajnal Ferenc,12049,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HALASI ATI Kft.,3096,"6400 Kiskunhalas , Jósika u. 1.",Pocsai László,11145,x,x,x,x,x,x,,,x,x,,,x,,,,,x,x/új,,,x,,,x,x,,,x,x,,,,,,x,,,
Halasi Ferenc egyéni vállalkozó,6007,2660 Balassagya rmat Rákóczi út 8.,Halasi Ferenc,12155,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Halász László ev. ""ZOOM Autósiskola""",9025,"9023 Győr, Tihanyi Árpád út 10/B fsz.3.",Halász László,11981,x,x,x,x,x,x,,,x,x,,,,,,,,x,x/új,,,x,,,,,,,,,,,,,,x,,,
"Halász Mária ev. ""Halász Autósiskola""",3256,"3744 Múcsony, Bartók B. út 22.",Halász Mária,10483,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hambalkó és Társa Autósiskola Kft.,3358,"7020 Dunaföldvár , Fehérvári u. 17.",Hambalkó János,10488,x,x,x,x,x,x,,,x,x,,,x,,x,x,,x,x,,x,x,x,x,,x,,,x,x,,,,,,x,,,
"Hanacsek János ev. ""Kopasz Autósiskola""",3402,"9200 Mosonmag yaróvár, Gyári út 10. 1. lph. 1/1.",Hanacsek János Ottó,10490,x,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hankó András ev. ""Zebra Autósiskola""",3183,"5600 Békéscsab a, Pásztor u. 103. 3/12.",Hankó András,10492,,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hanna '97 Oktatási és Kereskedelmi Bt.,3255,"3530 Miskolc,Ha dirokkantak út 50.",Tamás Barnabás,11396,x,,x,x,x,,,,x,x,,,x,,,,,x,x,,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,
"HANTA World Kft. ""KRESZ Akadémia Autósiskola""",9551,"1117 Bp., Október 23- a u. 8-10.",Jágerszki Jánosné,10583,,,,,x,,,,x,x,,,x,,,,,x,,,,x,,,,,,,,,,,,,,,,,
"Hara Zsolt István ev. ""Nebuló Autósiskola""",8962,"7621 Pécs, Citrom u. 2- 6.,",Hara Zsolt István,10493,x,x,x,x,x,x/elm.,,,x,x,,,x,,,,,x,,,,x,,,,,,,,,,,,,,,,,
Hargita Oktatási Kft.,9986,"2800 Tatabánya, Vitány u. 6.",Tauszky Péter Fülöpné,11409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,
Hargitai Autósiskola Bt.,3235,"3535 Miskolc, Partos u. 6.",Gulyás László Zsolt,10459,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Harkai Adrien ev. ""Harkai Adrien gyakorlati képzőszerv""",3939,"7622 Pécs, Móricz Zs. tér 14. TT/37.",Harkai Zoltán Károly,10495,,,,,x/gya k.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Harkai Zoltán ev. ""Kék T Autósiskola""",3008,"7761 Kozármisle ny, Tompa M. u. 15.",Harkai Zoltán Károly,10495,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harmati László Péter egyéni vállalkozó,3459,"4032 Debrecen, Sántha Kálmán u. 42.",Harmati László Péter,10497,,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
HÁROS AUTÓSISKOLA Bt.,6012,"1222 Budapest, Háros u. 26.",Bachusz József,10045,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Harsányi Hajnalka ev. ""Origó Autósiskola""",3673,"4400 Nyíregyház a, Kereszt út 5.",Harsányi Hajnalka,10498,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatodik Sebesség Autósiskola Kft,8939,"5000 Szolnok, Mátyás király út 9. 2/6.",Baranya Tiborné(sz . Jász Erika),12050,x,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hatvaniné Marton Margit ev.""Telezöld Autós-Motoros Iskola""",5162,"5000 Szolnok, Kisfaludy út 3. 1/4.",Hatvaniné Marton Margit,10503,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Havasi Zoltán ev. ""DryWing Autósiskola""",3992,"2510 Dorog, Derkovics u. 16.",Havasi Zoltán,12195,,,,,x/gya k.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HBm Autóközlekedési Tanintézet Kft.,3413,"4025 Debrecen, Erzsébet u. 48-50.",Both János Imre,10186,x,x,x,x,x,,,,x,x,,,x,,x,,,x,x,,x,x,x,x,x,x,x,,x,x,,,,,,,,,
Hebo - Trend Kft.,3547,"2800 Tatabánya, Komáromi u. 1. fsz.2.",Hetzmann Gyula,10529,,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HEDOMAR Kft. ""HEPP-Plusz Autósiskola""",4240,"4552 Napkor, Jósika Miklós utca 8/A",Hepp Szabolcs,12070,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hegedűs Károly Lajos egyéni vállalkozó,21,"2146 Mogyoród, Fóti út 48.",Hegedűs Károly Lajos,10508,x,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hegedűs Vazul egyéni vállalkozó,9963,"2146 Mogyoród, Fóti út 48.",Hegedűs Vazul,10511,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hegyi Péter Tamás ev ""Hegyi Péter Autósiskola""",4309,"3300 Eger, Attila út 1/B.",Hegyi Péter Tamás,12344,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hegyi Tamás egyéni vállalkozó,7162,"8500 Pápa, Szabó E. u. 58. 2/9.",Hegyi Tamás,10512,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hell Antalné ev. ""Golf Autósiskola""",3287,"6725 Szeged, Alföldi u. 22. B. lph. 1/8.",Hell Antalné,10517,x,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HEMRICH Kft. ""Duna Autósiskola""",3005,"7700 Mohács, Tompa M. u. 12/B.",Hemrich József,10514,,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hepp Szabolcs ev. ""HEPP AUTÓSISKOLA""",8103,"4552 Napkor, Jósika Miklós u. 8/A",Hepp Szabolcs,12070,x,x,x,x,x,x,,,x,x,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,
Hera László egyéni vállalkozó,9202,"2225 Üllő, Ecseri u. 3.",Hera László,10519,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herczeg János egyéni vállalkozó,2501,"2367 Újhartyán, Kossuth Lajos utca 28.",Klemencz József,10273,,,,,x/gya k.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Herédi Zsolt ev. ""Dodgem Autós- Motoros Iskola""",639,"1067 Budapest, Teréz krt. 7. fszt.4.",Herédi Zsolt,10523,x,x,x,x,x,x/elm.,,,x/elm .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Herhold Ágnes ev. ""Herhold Ági Autósiskola""",4150,"1213 Budapest, Hollandi út 101.",Herhold Ágnes,12190,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Heringei Béla ev. ""Heringei Autósiskola""",3706,"5100 Jászberény, Nádverő u. 5/A",Heringei Béla,10525,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Herlett István ev. ""Center Autósiskola""",3004,"7625 Pécs, Ótemető u. 22.",Herlett István,10526,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HESZI Autósiskola Kft,3900,"2335 Taksony, Széchenyi István út 73/A",Köves Szilárd,10806,x,x,x,x,x,x,,,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,
Heves Vármegyei Szakképzési Centrum,4269,"3300 Eger, Kertész utca 128.",Marosy György,10908,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,
Hexaticum Kft.,9975,"1063 Budapest, Szondi utca 70. 3. em. 4. ajtó",Kobela Roland,10713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,
Hideg Zoltán EV,4372,"3521 Miskolc, Gémeskert út 2",Hideg Zoltán,12245,x,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HIDI Gábor ev. ""HIDI Autósiskola""",7510,"2251 Tápiószecs ő, Gárdonyi Géza u. 49.",Hidi Gábor,11986,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIDRA Felnőttképző Kft.,9597,"1108 Budapest, Harmat utca 208.",Kovács Győzőné( Könczöl Margit),10763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,
HIR Kft.,9637,"7627 Pécs, Bokor u. 21.",Hir Attila,11611,,,,,,,,,,,,,,,,,,x,x,,x,x,x,x,x,x,x,x,x,x,,x,,,x,x,x,x,
Hirják Autósiskola Kft.,8262,"2337 Délegyháza , Vadvirág u. 12.",Hirják Tibor Béla,10530,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hirku Richárd ev.""Menta Autós- Motoros Iskola""",8902,"4251 Hajdúsáms on, Garai u. 39.",Hirku Richárd,10531,x,x,x,x,x,,,,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hock Edina ev. ""Startsuli 2020 Autósiskola""",3938,"7700 Mohács, Kanizsai Dorottya u. 22.",Száler Szilárd,11647,x,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hojer Krisztián ev. ""Like Autósiskola""",1000,"4400 Nyíregyház a, Árpád u. 37. Fsz. 1.",Márta József,10909,x,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Holló Autósiskola Bt ""Holló Autósiskola""",3890,"1039 Budapest, Juhász Gyula u. 2. X/97",Ludvig Imre,12182,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holló Ferenc egyéni vállalkozó,499,"1023 Budapest, Frankel Leó út 106- 108. 4. em. 42.",Holló Ferenc,10535,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homoki és Társa Járművezető- képző Kft.,3601,"2100 Gödöllő, Patak tér 1.",Homoki László,10536,x,x,x,x,x,x,,,x,x,x,x,x,,,,,x,,,,x,,,,,,,,,,,,,,x,,,
HORLUX Oktatási és Szolgáltató Kft.,9922,"4700 Mátészalka, Kórház u. 54. B. ép.",Horilla János,12004,x,x,x,x,x,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,x,,,
"Hornok László ev. ""Hornok Autós Iskola""",4185,"5500 Gyomaendr őd, Magtárlapo si út 10.",Hornok László,10539,x,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,
"HORUS Szervező Közvetítő Kft. ""ATILOS Autósiskola, JOGSICENTRU M""",512,"1088 Budapest, Rákóczi út 9. fsz. 13.",Dr. Schuszter né Vörös Andrea,11226,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Horváth Attila ev ""HenkóAti Autósiskola""",3899,"9444 Fertőszent miklós, Kossuth u. 20.",Horváth Attila,12145,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horváth Ferenc egyéni vállalkozó,3768,"9600 Sárvár, Petőfi Sándor u. 24.",Horváth Ferenc,10542,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horváth Gábor Istvánné egyéni vállakozó,3117,"6300 Kalocsa, Huszár u. 4.",Horváth Gábor István,10543,,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horváth Gépjárművezető -képző Kft.,8402,"7800 Siklós, Zenthe Ferenc tér 5.",Fekete Gábor,10363,x,,,x,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
Horváth József egyéni vállalkozó,629,"2117 Isaszeg, Csengeri u. 17.",Horváth József,10551,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horváth József László egyéni vállalkozó,4404,"1212 Budapest, Halásztelek u. 8.",Horváth József László,10552,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horváth József Péter ev,4105,"9012 Győr, Galgóczi Erzsébet út 10/G.",Horváth József Péter,10553,,,,,x/gya k.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Horváth Mihály László ""Thermal Autósiskola""",8981,"5600 Békéscsab a, Bibic köz 5.",Horváth Mihály László,10556,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Horváth Sándor ev. ""Pegazus Autósiskola""",6905,"4033 Debrecen, Vak Bottyán u. 38.",Horváth Sándor,11994,x,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HORVÁTH TANODA Oktató Kft.,3387,"9330 Kapuvár, Kossuth L. u. 17.",Horváth- Szaradics Erzsébet,10549,x,x,x,x,x,x,,,x,x,,,x,,,,,x,x,,x,x,x,x,x,x,x,,x,,,,,,,x,x,x,
"Horváth Tibor ev. ""Horváth Tibor Autósiskola""",4213,"2800 Tatabánya, Boróka u. 4. fsz/3.",Szurdoki Gábor,11377,,,,,x/gya k.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
